order_id,city,zone,distance_km,estimated_time_min,order_value,base_delivery_fee,surge_multiplier,weather,rain_intensity,temperature,humidity,wind_speed,traffic_level,hour_of_day,day_of_week,is_weekend,festival_flag,restaurant_prep_time,historical_rider_speed,historical_acceptance_rate_zone,historical_cancel_rate_zone,delivery_revenue,incentive_given,order_accepted
17595,Mumbai,Airport,4.2,24.6,473.0,44.0,1.2,Heavy Rain,0.71,29.3,57.1,20.8,High,10,Tuesday,0,1,11.3,27.7,0.615,0.171,156.86,55.0,0
17596,Jaipur,Suburban,13.2,54.9,289.0,78.0,1.21,Storm,0.87,27.1,53.2,6.1,Medium,18,Tuesday,0,0,14.3,23.6,0.848,0.203,157.96,73.0,1
17597,Delhi,South,6.4,20.9,107.0,57.0,1.06,Light Rain,0.38,33.9,74.6,12.3,Very High,23,Thursday,0,0,12.2,18.0,0.891,0.195,83.96,89.0,1
17598,Mumbai,Central,2.6,18.1,178.0,30.0,1.02,Clear,0.09,31.7,75.3,5.2,Medium,17,Saturday,1,0,21.6,28.5,0.862,0.107,69.76,33.0,1
17599,Jaipur,West,3.4,16.8,190.0,39.0,2.07,Heavy Rain,0.66,27.8,36.5,8.0,Medium,11,Sunday,1,0,9.7,19.6,0.799,0.079,122.53,37.0,0
17600,Delhi,East,4.6,19.4,204.0,38.0,1.24,Clear,0.09,23.8,87.3,9.9,High,5,Monday,0,0,10.9,27.9,0.983,0.286,92.0,42.0,0
17601,Hyderabad,West,9.8,38.6,153.0,71.0,1.25,Cloudy,0.11,22.1,73.5,2.9,High,8,Friday,0,0,15.8,29.6,0.901,0.053,122.41,42.0,0
17602,Mumbai,Central,10.5,36.6,151.0,82.0,1.08,Fog,0.18,35.3,51.9,18.0,Very High,6,Tuesday,0,0,12.8,19.6,0.963,0.143,121.78,28.0,0
17603,Hyderabad,North,3.5,18.6,480.0,40.0,1.16,Light Rain,0.45,30.5,62.2,14.8,High,2,Monday,0,0,12.9,16.1,0.455,0.211,152.0,63.0,0
17604,Kolkata,Central,2.6,13.9,103.0,31.0,1.02,Storm,0.97,35.3,42.1,5.4,Very High,7,Wednesday,0,0,12.9,27.9,0.748,0.092,54.28,49.0,0
17605,Delhi,Suburban,2.4,12.6,170.0,30.0,1.06,Cloudy,0.15,23.1,40.2,9.1,Medium,8,Friday,0,1,18.9,27.6,0.779,0.209,69.2,43.0,1
17606,Hyderabad,Suburban,5.2,27.4,334.0,45.0,1.5,Cloudy,0.06,32.7,88.4,6.1,Low,20,Saturday,1,0,15.5,24.2,0.639,0.157,140.98,43.0,0
17607,Mumbai,Suburban,17.9,84.7,185.0,112.0,1.25,Cloudy,0.08,11.1,67.2,13.5,Low,14,Sunday,1,0,13.1,20.1,0.585,0.026,180.7,43.0,0
17608,Hyderabad,South,6.2,21.6,299.0,49.0,1.02,Light Rain,0.39,46.8,73.3,4.8,High,7,Sunday,1,0,10.7,21.5,0.848,0.026,115.76,43.0,1
17609,Delhi,North,1.7,12.6,200.0,29.0,1.27,Clear,0.1,38.7,83.8,4.2,Low,23,Friday,0,0,23.5,23.8,0.87,0.041,80.83,32.0,1
17610,Delhi,Airport,2.9,8.3,305.0,29.0,1.07,Clear,0.1,19.8,82.1,22.1,High,16,Thursday,0,0,16.0,21.5,0.642,0.066,98.13,47.0,1
17611,Delhi,Suburban,3.1,10.6,146.0,35.0,1.23,Light Rain,0.36,25.7,37.3,6.5,Very High,17,Sunday,1,0,11.1,16.3,0.969,0.157,75.17,19.0,0
17612,Mumbai,Airport,2.7,16.3,100.0,32.0,1.95,Storm,1.0,27.2,80.3,4.7,High,22,Friday,0,0,21.5,21.8,0.526,0.048,84.4,98.0,1
17613,Kolkata,East,3.6,18.6,200.0,31.0,1.21,Clear,0.0,25.7,52.0,5.8,High,0,Sunday,1,0,5.3,29.7,0.928,0.086,81.51,43.0,1
17614,Bangalore,East,5.6,20.7,100.0,37.0,1.62,Fog,0.1,27.0,59.3,3.6,Very High,13,Tuesday,0,1,11.3,24.2,0.868,0.203,81.94,49.0,0
17615,Delhi,Airport,6.7,25.9,237.0,52.0,1.18,Fog,0.04,31.6,31.4,9.1,High,3,Sunday,1,0,7.6,26.4,0.913,0.076,113.5,37.0,1
17616,Bangalore,Industrial,8.6,34.0,139.0,49.0,1.2,Heavy Rain,0.74,24.2,61.0,8.9,Low,6,Tuesday,0,0,5.7,31.0,0.784,0.254,89.38,50.0,1
17617,Delhi,Central,6.1,22.2,139.0,52.0,1.73,Cloudy,0.03,21.4,49.4,3.0,Medium,13,Saturday,1,0,13.6,34.3,0.855,0.184,120.54,0.0,1
17618,Chennai,Suburban,1.4,11.8,511.0,28.0,1.27,Clear,0.0,39.8,61.3,15.9,Low,9,Thursday,0,0,34.3,20.3,0.957,0.046,147.98,0.0,1
17619,Jaipur,South,2.4,14.8,281.0,28.0,2.05,Clear,0.01,35.9,86.8,11.8,Medium,20,Thursday,0,0,13.0,23.6,0.857,0.038,119.22,10.0,0
17620,Bangalore,Industrial,4.1,17.8,114.0,42.0,1.24,Cloudy,0.09,28.2,78.9,7.3,High,1,Monday,0,0,19.3,17.7,0.65,0.038,77.16,47.0,0
17621,Kolkata,East,4.9,14.2,239.0,43.0,1.17,Heavy Rain,0.74,28.0,57.5,5.6,Low,2,Sunday,1,0,9.0,21.9,0.685,0.088,102.89,53.0,1
17622,Hyderabad,West,7.5,40.5,228.0,53.0,1.05,Clear,0.13,27.5,49.2,7.5,High,7,Friday,0,0,8.0,17.6,0.913,0.15,105.81,32.0,1
17623,Mumbai,North,4.6,19.1,100.0,43.0,1.11,Cloudy,0.03,29.0,46.9,24.0,Medium,15,Friday,0,0,18.0,28.3,0.843,0.064,69.73,13.0,0
17624,Chennai,West,4.6,20.0,291.0,45.0,1.03,Clear,0.04,28.2,70.7,4.1,Medium,0,Sunday,1,0,11.5,14.8,0.726,0.245,110.37,10.0,1
17625,Bangalore,Airport,5.2,30.7,394.0,51.0,1.47,Heavy Rain,0.81,25.2,53.2,19.6,Medium,11,Saturday,1,0,10.8,30.3,0.7,0.052,161.65,37.0,0
17626,Hyderabad,Industrial,3.8,15.4,198.0,39.0,1.64,Heavy Rain,0.67,24.8,61.4,10.4,Very High,12,Monday,0,0,12.5,16.2,0.705,0.122,107.52,87.0,1
17627,Kolkata,East,4.7,21.8,211.0,45.0,1.35,Light Rain,0.43,25.8,48.6,20.3,Medium,20,Thursday,0,0,11.3,24.5,0.571,0.058,107.17,25.0,0
17628,Bangalore,East,8.8,40.9,185.0,62.0,2.03,Heavy Rain,0.75,25.8,64.7,15.5,Medium,14,Friday,0,0,13.3,18.9,0.876,0.414,166.56,54.0,0
17629,Kolkata,Central,4.3,21.9,297.0,40.0,1.02,Clear,0.1,33.5,31.7,2.1,Medium,2,Sunday,1,0,19.6,22.0,0.778,0.366,106.14,9.0,0
17630,Chennai,Central,4.4,18.0,216.0,34.0,1.19,Cloudy,0.09,34.8,55.6,8.0,High,8,Sunday,1,0,17.9,24.9,0.631,0.152,87.98,44.0,0
17631,Bangalore,Suburban,4.4,17.5,220.0,35.0,1.11,Heavy Rain,0.71,23.5,83.2,7.7,Medium,5,Saturday,1,0,17.2,27.7,0.525,0.253,87.25,53.0,1
17632,Hyderabad,Airport,9.8,42.2,163.0,61.0,1.15,Storm,1.0,34.6,43.3,16.8,Medium,4,Thursday,0,0,12.7,20.5,0.837,0.063,106.01,86.0,0
17633,Delhi,North,2.3,15.9,679.0,31.0,1.06,Heavy Rain,0.66,38.8,57.4,10.7,Medium,2,Sunday,1,0,20.1,17.9,0.903,0.294,182.24,60.0,1
17634,Jaipur,Suburban,13.0,48.8,215.0,62.0,2.16,Fog,0.19,33.5,59.8,2.4,Very High,19,Sunday,1,0,26.2,23.8,0.59,0.263,181.22,49.0,1
17635,Hyderabad,Industrial,2.2,12.5,347.0,30.0,2.36,Clear,0.0,27.7,93.1,4.5,Low,11,Saturday,1,0,17.7,23.5,0.834,0.028,147.14,0.0,0
17636,Mumbai,Central,3.0,17.6,279.0,29.0,1.06,Heavy Rain,0.71,21.8,84.1,15.3,High,7,Wednesday,0,0,23.1,23.6,0.741,0.082,92.12,38.0,0
17637,Delhi,South,7.0,29.0,100.0,57.0,2.09,Clear,0.13,20.7,63.6,23.5,High,13,Monday,0,0,8.6,18.3,0.961,0.026,141.13,33.0,0
17638,Hyderabad,North,8.3,37.9,203.0,62.0,1.05,Light Rain,0.29,32.7,43.1,12.6,Low,16,Friday,0,0,17.5,28.0,0.981,0.124,109.76,42.0,0
17639,Mumbai,South,1.9,10.9,137.0,29.0,2.27,Clear,0.0,33.4,66.2,11.0,Medium,13,Friday,0,0,11.0,11.4,0.779,0.258,95.97,34.0,1
17640,Mumbai,Industrial,2.3,15.0,399.0,31.0,1.72,Clear,0.09,39.6,68.8,8.0,Very High,22,Thursday,0,0,5.0,20.2,0.643,0.134,141.1,52.0,0
17641,Bangalore,Suburban,5.3,27.9,130.0,51.0,1.02,Light Rain,0.31,24.0,60.6,23.0,Medium,16,Thursday,0,0,19.1,20.6,0.6,0.086,80.62,46.0,0
17642,Delhi,Central,18.3,51.9,313.0,125.0,1.05,Clear,0.03,21.6,49.1,24.4,High,0,Wednesday,0,0,10.9,19.8,0.825,0.019,200.11,54.0,1
17643,Bangalore,North,9.5,48.0,403.0,71.0,1.15,Heavy Rain,0.74,27.0,82.6,4.0,Medium,3,Thursday,0,0,21.0,20.0,0.636,0.077,170.31,86.0,0
17644,Delhi,Industrial,3.9,18.6,282.0,36.0,1.06,Clear,0.09,16.7,52.0,10.6,High,17,Saturday,1,0,15.1,20.3,0.717,0.069,100.2,7.0,0
17645,Mumbai,Suburban,1.0,8.0,245.0,23.0,1.21,Heavy Rain,0.8,22.0,56.0,19.8,Very High,0,Friday,0,0,17.1,18.9,0.727,0.013,81.73,76.0,0
17646,Chennai,East,4.7,14.6,201.0,39.0,1.13,Cloudy,0.02,46.5,51.8,3.3,Low,23,Friday,0,0,9.7,16.3,0.806,0.039,88.29,33.0,0
17647,Bangalore,Suburban,5.6,32.7,230.0,49.0,1.17,Clear,0.13,32.6,89.0,9.4,Very High,9,Thursday,0,0,6.9,20.4,0.817,0.146,107.93,47.0,0
17648,Delhi,Airport,3.6,17.3,125.0,37.0,1.19,Clear,0.0,24.5,71.0,2.1,Medium,6,Tuesday,0,0,19.7,22.0,0.732,0.056,71.53,12.0,0
17649,Delhi,West,2.7,17.3,267.0,34.0,1.28,Cloudy,0.1,26.0,34.1,26.6,Low,17,Monday,0,0,12.5,17.6,0.894,0.015,102.26,0.0,1
17650,Hyderabad,East,4.9,22.6,414.0,36.0,1.28,Light Rain,0.39,42.0,45.3,13.4,Medium,9,Thursday,0,1,14.5,20.4,0.831,0.094,137.16,55.0,0
17651,Mumbai,South,2.5,10.9,158.0,29.0,1.11,Light Rain,0.35,20.0,75.7,2.1,Low,5,Saturday,1,0,16.2,29.8,0.85,0.115,66.95,33.0,1
17652,Mumbai,East,13.8,49.0,247.0,89.0,1.27,Fog,0.19,33.2,61.9,6.5,Medium,2,Friday,0,0,10.5,18.8,0.805,0.072,167.37,43.0,0
17653,Mumbai,Suburban,11.1,47.2,232.0,66.0,1.3,Cloudy,0.04,13.2,64.2,7.7,Medium,4,Thursday,0,0,9.2,23.1,0.671,0.093,136.84,55.0,1
17654,Pune,Industrial,6.7,25.1,286.0,48.0,1.26,Clear,0.12,38.1,41.8,8.4,Low,8,Thursday,0,1,12.5,29.0,0.737,0.067,123.4,51.0,1
17655,Chennai,East,4.7,23.2,187.0,40.0,1.02,Clear,0.0,29.1,84.7,5.5,Medium,2,Thursday,0,1,10.2,19.5,0.795,0.576,81.94,28.0,0
17656,Chennai,West,3.0,19.1,115.0,36.0,1.75,Clear,0.03,27.7,78.6,3.3,Low,14,Monday,0,0,6.5,23.1,0.692,0.161,88.3,7.0,0
17657,Chennai,Airport,4.4,26.0,140.0,42.0,1.03,Heavy Rain,0.69,34.8,62.8,31.9,Low,15,Sunday,1,0,7.4,23.4,0.834,0.116,74.06,29.0,1
17658,Hyderabad,Suburban,12.0,45.3,100.0,60.0,1.21,Clear,0.12,31.7,52.8,5.5,High,7,Thursday,0,0,9.6,18.9,0.629,0.249,94.6,70.0,1
17659,Bangalore,West,7.5,40.1,361.0,50.0,1.1,Cloudy,0.04,31.6,68.3,12.7,High,9,Thursday,0,0,20.0,12.8,0.804,0.176,134.42,14.0,1
17660,Hyderabad,East,5.1,21.5,299.0,46.0,1.06,Clear,0.06,30.3,37.6,3.0,Very High,10,Sunday,1,0,8.1,27.0,0.911,0.042,114.54,0.0,0
17661,Mumbai,West,7.8,23.2,243.0,66.0,1.06,Cloudy,0.08,33.7,60.0,4.5,High,17,Tuesday,0,0,25.2,23.7,0.812,0.127,123.42,19.0,0
17662,Hyderabad,East,6.2,25.4,173.0,56.0,1.11,Clear,0.03,29.9,36.1,4.0,Very High,3,Thursday,0,0,8.1,25.0,0.721,0.086,100.22,31.0,0
17663,Chennai,North,5.7,22.3,226.0,41.0,1.18,Heavy Rain,0.72,32.4,90.2,28.7,Medium,2,Sunday,1,0,10.3,16.5,0.911,0.399,98.1,30.0,0
17664,Bangalore,East,8.1,30.7,241.0,46.0,1.22,Cloudy,0.02,28.6,46.9,6.0,Very High,21,Friday,0,1,5.1,18.7,0.907,0.08,109.14,34.0,0
17665,Delhi,Central,6.1,25.3,189.0,49.0,1.01,Cloudy,0.1,20.5,54.7,10.4,Low,7,Friday,0,0,23.5,29.4,0.872,0.018,91.07,6.0,0
17666,Delhi,West,7.5,41.3,192.0,52.0,1.7,Storm,1.0,37.9,67.9,4.6,Medium,22,Tuesday,0,0,5.0,22.9,0.8,0.112,130.64,79.0,0
17667,Hyderabad,Industrial,4.9,23.1,471.0,37.0,1.7,Clear,0.02,33.6,45.2,7.8,High,11,Saturday,1,0,9.1,28.7,0.818,0.143,166.52,17.0,1
17668,Chennai,Airport,3.8,27.4,131.0,39.0,1.29,Cloudy,0.08,39.1,49.6,23.8,High,1,Wednesday,0,0,9.1,29.0,0.788,0.008,79.13,76.0,0
17669,Kolkata,West,3.2,15.4,402.0,31.0,1.59,Cloudy,0.13,34.0,88.6,24.4,Low,20,Sunday,1,0,16.1,15.7,0.909,0.183,137.73,14.0,0
17670,Delhi,South,3.0,9.4,109.0,32.0,1.27,Clear,0.15,16.5,84.1,14.7,High,3,Saturday,1,0,13.9,18.9,0.752,0.27,64.62,32.0,0
17671,Chennai,Airport,1.7,14.6,547.0,29.0,1.99,Heavy Rain,0.77,27.3,42.8,8.5,High,11,Tuesday,0,0,18.6,20.6,0.887,0.157,178.05,34.0,1
17672,Hyderabad,Airport,2.6,15.8,100.0,33.0,1.15,Cloudy,0.0,31.8,56.5,5.1,Medium,16,Friday,0,0,16.3,13.0,0.7,0.104,59.95,11.0,1
17673,Kolkata,South,2.5,19.2,309.0,32.0,1.65,Clear,0.06,25.7,60.3,6.9,Very High,14,Saturday,1,0,19.9,26.1,0.981,0.196,120.78,31.0,1
17674,Bangalore,Central,3.3,15.0,176.0,39.0,1.2,Clear,0.08,21.4,73.5,5.4,Medium,4,Sunday,1,0,8.9,14.7,0.618,0.019,85.52,11.0,0
17675,Bangalore,West,11.4,57.8,225.0,58.0,1.64,Cloudy,0.05,32.8,78.6,5.4,Very High,20,Saturday,1,0,19.6,21.5,0.769,0.133,144.62,47.0,0
17676,Hyderabad,Airport,4.1,21.3,229.0,41.0,1.17,Heavy Rain,0.71,31.6,90.2,5.9,Very High,15,Saturday,1,0,17.5,9.4,0.872,0.397,98.35,57.0,0
17677,Chennai,West,5.2,20.2,331.0,37.0,1.81,Light Rain,0.31,29.0,64.9,5.2,Medium,20,Saturday,1,0,9.7,24.1,0.549,0.3,139.79,44.0,1
17678,Jaipur,Airport,5.3,29.4,100.0,38.0,1.13,Light Rain,0.41,33.8,77.9,3.4,Very High,18,Saturday,1,0,8.7,27.7,0.491,0.198,64.94,56.0,1
17679,Mumbai,South,11.6,60.2,241.0,72.0,1.04,Heavy Rain,0.84,35.3,86.0,4.2,High,16,Saturday,1,0,11.6,23.0,0.773,0.177,127.9,67.0,1
17680,Mumbai,South,3.2,13.1,268.0,30.0,1.6,Clear,0.09,29.4,85.5,3.6,Very High,22,Sunday,1,0,12.7,19.7,0.559,0.054,106.96,50.0,1
17681,Kolkata,East,3.9,26.1,176.0,38.0,1.29,Cloudy,0.04,22.6,87.6,2.2,Medium,9,Wednesday,0,0,10.7,25.6,0.848,0.003,87.74,25.0,1
17682,Bangalore,Suburban,4.2,24.9,231.0,33.0,1.13,Cloudy,0.01,32.2,50.9,6.0,High,5,Wednesday,0,0,6.0,24.3,0.854,0.031,88.11,39.0,0
17683,Hyderabad,West,8.9,34.7,176.0,63.0,2.12,Storm,0.88,30.8,72.7,3.0,Medium,19,Monday,0,0,15.4,19.0,0.911,0.11,172.28,46.0,0
17684,Bangalore,West,10.0,37.7,323.0,59.0,1.09,Storm,0.91,23.7,74.7,10.4,Low,4,Wednesday,0,0,11.4,29.1,0.561,0.099,135.37,69.0,0
17685,Mumbai,Airport,6.0,28.0,294.0,39.0,1.22,Cloudy,0.0,26.0,45.0,4.4,Very High,2,Sunday,1,0,7.7,21.2,0.894,0.005,112.26,57.0,1
17686,Chennai,East,9.4,32.5,273.0,70.0,1.14,Clear,0.02,28.1,90.3,4.2,High,3,Sunday,1,0,6.5,26.4,0.908,0.034,139.86,49.0,0
17687,Chennai,Industrial,5.0,24.2,341.0,41.0,1.24,Fog,0.04,25.0,75.7,8.4,High,9,Saturday,1,0,15.1,24.6,0.792,0.043,125.86,39.0,0
17688,Delhi,West,4.0,24.5,457.0,37.0,1.12,Clear,0.0,32.9,40.3,10.3,Medium,2,Tuesday,0,0,13.0,22.9,0.551,0.175,141.98,19.0,1
17689,Delhi,Airport,9.1,46.6,149.0,58.0,2.1,Cloudy,0.0,38.9,36.6,16.7,Low,11,Monday,0,0,7.8,21.4,0.58,0.075,154.58,30.0,0
17690,Pune,Central,6.0,27.8,743.0,40.0,1.46,Cloudy,0.13,26.6,76.0,4.0,High,14,Thursday,0,0,10.4,22.8,0.954,0.031,221.86,32.0,1
17691,Mumbai,South,2.9,13.7,298.0,33.0,2.42,Clear,0.0,31.6,65.4,9.4,Medium,22,Saturday,1,0,13.8,16.6,0.947,0.07,145.42,20.0,0
17692,Kolkata,South,8.2,47.6,190.0,61.0,1.5,Cloudy,0.06,38.1,80.1,9.6,Low,12,Saturday,1,0,11.2,27.4,0.809,0.522,133.3,11.0,0
17693,Delhi,Suburban,4.0,17.3,773.0,43.0,1.08,Light Rain,0.3,33.3,50.7,14.3,Medium,3,Monday,0,0,17.5,28.1,0.901,0.093,216.5,28.0,0
17694,Hyderabad,South,3.7,14.8,199.0,40.0,2.16,Light Rain,0.38,33.4,48.1,7.5,High,21,Wednesday,0,0,9.4,27.9,0.824,0.008,130.18,46.0,1
17695,Kolkata,North,7.7,38.1,134.0,45.0,1.05,Heavy Rain,0.68,32.1,44.7,3.4,High,7,Monday,0,0,20.3,24.6,0.97,0.224,76.73,38.0,1
17696,Hyderabad,Central,4.2,22.8,190.0,35.0,1.03,Cloudy,0.04,34.8,34.1,23.0,Medium,7,Friday,0,0,10.4,18.7,0.829,0.114,77.85,19.0,1
17697,Bangalore,Central,5.7,38.7,185.0,38.0,2.03,Clear,0.0,27.9,43.5,18.3,High,11,Saturday,1,0,19.7,18.2,0.895,0.079,117.84,6.0,0
17698,Chennai,East,6.7,38.5,421.0,42.0,2.17,Clear,0.06,28.0,71.3,4.7,High,21,Sunday,1,0,10.0,16.9,0.689,0.278,183.76,44.0,1
17699,Delhi,North,2.8,19.8,231.0,32.0,1.35,Light Rain,0.27,27.4,48.4,5.5,Medium,13,Saturday,1,0,12.3,10.5,0.876,0.085,94.02,16.0,1
17700,Delhi,West,5.6,23.8,257.0,40.0,1.14,Cloudy,0.07,38.1,50.6,10.7,Very High,8,Sunday,1,0,8.2,19.5,0.89,0.15,102.14,35.0,0
17701,Jaipur,Suburban,10.1,37.0,253.0,70.0,1.22,Light Rain,0.4,30.2,43.1,10.4,Low,5,Sunday,1,0,28.0,29.9,0.769,0.02,141.06,34.0,0
17702,Chennai,Central,2.5,14.8,438.0,28.0,1.08,Fog,0.09,36.4,61.3,14.7,Very High,8,Thursday,0,0,11.8,26.8,0.786,0.087,126.6,40.0,1
17703,Hyderabad,North,5.9,19.8,208.0,53.0,1.29,Clear,0.14,34.9,64.4,4.5,High,21,Thursday,0,0,8.3,21.2,0.81,0.07,114.13,41.0,1
17704,Delhi,North,2.7,12.9,221.0,34.0,1.16,Light Rain,0.29,27.3,93.4,9.9,High,7,Saturday,1,0,10.6,27.3,0.79,0.022,88.06,22.0,1
17705,Mumbai,Airport,8.3,23.2,173.0,69.0,1.19,Clear,0.0,29.7,61.9,16.0,High,6,Friday,0,0,16.8,20.5,0.793,0.026,120.17,6.0,0
17706,Mumbai,Central,8.2,28.7,198.0,68.0,1.28,Heavy Rain,0.67,35.2,75.6,6.2,Medium,7,Friday,0,0,7.9,23.4,0.896,0.107,130.6,49.0,0
17707,Bangalore,Industrial,3.6,19.4,318.0,38.0,1.23,Clear,0.02,35.2,63.3,18.6,High,3,Tuesday,0,0,12.9,21.1,0.702,0.083,116.7,46.0,1
17708,Chennai,Airport,16.9,60.8,352.0,79.0,2.42,Clear,0.0,29.9,88.4,7.0,Medium,22,Monday,0,0,16.9,24.1,0.89,0.171,268.62,55.0,0
17709,Bangalore,East,8.7,36.8,572.0,52.0,1.22,Clear,0.0,37.3,51.6,18.8,Medium,17,Monday,0,0,8.3,25.4,0.824,0.238,189.28,29.0,0
17710,Pune,North,6.8,35.6,232.0,46.0,1.3,Heavy Rain,0.7,21.5,74.8,6.5,Medium,2,Wednesday,0,0,10.7,11.1,0.765,0.243,110.84,82.0,1
17711,Mumbai,South,6.6,33.1,214.0,48.0,1.22,Cloudy,0.0,28.7,49.9,10.4,Medium,18,Sunday,1,1,10.4,23.3,0.944,0.048,105.64,43.0,0
17712,Delhi,North,8.1,39.7,298.0,58.0,1.82,Cloudy,0.0,28.5,83.0,45.8,High,20,Tuesday,0,1,7.8,17.6,0.847,0.055,171.12,47.0,0
17713,Delhi,West,2.5,14.5,194.0,33.0,1.1,Clear,0.03,28.4,49.5,7.1,Very High,3,Wednesday,0,0,5.7,21.8,0.972,0.045,78.98,60.0,0
17714,Bangalore,Central,5.0,18.8,178.0,36.0,1.07,Clear,0.14,39.0,41.9,9.0,Low,16,Sunday,1,0,19.5,16.1,0.91,0.272,77.68,28.0,1
17715,Mumbai,Industrial,5.6,20.0,288.0,47.0,1.08,Light Rain,0.43,32.8,90.3,8.6,Medium,10,Tuesday,0,0,16.3,30.7,0.933,0.106,114.12,43.0,1
17716,Jaipur,West,3.5,16.5,201.0,31.0,1.21,Fog,0.0,29.8,88.3,38.7,High,22,Thursday,0,0,19.9,31.1,0.81,0.055,81.73,43.0,0
17717,Delhi,East,5.9,30.4,212.0,52.0,1.07,Clear,0.11,23.1,72.7,4.1,Medium,1,Saturday,1,0,11.1,24.5,0.804,0.117,102.28,36.0,1
17718,Kolkata,Suburban,9.4,32.5,331.0,49.0,1.09,Clear,0.0,42.4,45.7,12.8,Medium,7,Tuesday,0,0,14.3,22.6,0.721,0.111,126.23,12.0,1
17719,Bangalore,South,3.5,20.9,286.0,35.0,1.26,Cloudy,0.06,29.3,50.4,6.7,Low,19,Saturday,1,1,13.7,30.5,0.95,0.254,107.02,13.0,0
17720,Jaipur,Central,4.3,23.2,665.0,38.0,1.0,Heavy Rain,0.74,21.4,76.7,2.5,Medium,15,Wednesday,0,1,12.9,26.5,0.717,0.078,184.3,57.0,1
17721,Bangalore,North,2.7,9.0,388.0,33.0,1.15,Clear,0.15,30.3,39.3,10.7,Medium,9,Saturday,1,0,5.0,20.3,0.719,0.209,123.31,48.0,1
17722,Kolkata,South,1.5,11.1,167.0,25.0,2.25,Cloudy,0.07,35.8,53.1,11.7,Low,20,Monday,0,0,12.9,24.9,0.561,0.15,92.99,14.0,1
17723,Mumbai,North,7.2,32.2,200.0,62.0,1.07,Heavy Rain,0.78,19.5,94.5,6.8,Low,3,Thursday,0,0,11.4,16.5,0.905,0.155,110.34,69.0,0
17724,Chennai,East,4.4,15.4,123.0,38.0,1.34,Clear,0.14,27.6,72.3,10.7,Medium,19,Sunday,1,0,7.0,19.7,0.761,0.107,77.98,20.0,1
17725,Kolkata,Suburban,4.6,19.3,150.0,39.0,1.04,Cloudy,0.0,25.9,35.8,14.2,Low,5,Friday,0,0,6.4,23.8,0.693,0.121,73.56,15.0,1
17726,Mumbai,Industrial,2.5,18.4,460.0,29.0,2.04,Clear,0.05,32.5,85.0,5.8,Very High,14,Saturday,1,1,13.9,22.9,0.592,0.08,160.36,27.0,1
17727,Mumbai,Industrial,4.0,24.6,213.0,41.0,1.25,Clear,0.0,28.1,31.6,26.5,Low,15,Saturday,1,0,12.7,17.8,0.844,0.094,98.11,0.0,0
17728,Bangalore,Central,8.7,29.5,122.0,46.0,1.69,Cloudy,0.0,40.1,93.2,11.6,Medium,20,Sunday,1,0,13.7,16.9,0.964,0.062,104.58,36.0,1
17729,Kolkata,East,4.5,24.8,100.0,35.0,1.86,Light Rain,0.39,40.9,93.2,6.5,Medium,12,Wednesday,0,0,19.0,20.5,0.762,0.082,87.1,46.0,1
17730,Bangalore,East,4.6,17.2,117.0,40.0,1.86,Fog,0.12,33.8,51.4,21.8,High,21,Thursday,0,0,21.0,17.7,0.951,0.157,100.14,48.0,1
17731,Bangalore,Suburban,5.1,20.4,164.0,50.0,1.15,Clear,0.0,35.4,65.8,23.6,Medium,17,Thursday,0,0,8.7,19.1,0.834,0.027,93.58,26.0,1
17732,Mumbai,East,2.1,14.6,245.0,27.0,1.27,Clear,0.05,36.9,35.9,4.6,Medium,15,Saturday,1,1,10.9,16.9,0.842,0.072,88.19,34.0,0
17733,Mumbai,East,6.5,36.8,201.0,41.0,1.2,Light Rain,0.44,25.0,50.9,11.2,Low,0,Tuesday,0,0,15.9,14.8,0.813,0.135,93.42,67.0,0
17734,Pune,North,2.1,12.6,347.0,31.0,2.43,Fog,0.03,27.3,72.0,4.4,Medium,14,Tuesday,0,0,24.0,29.8,0.564,0.135,151.67,30.0,1
17735,Mumbai,Airport,2.6,16.0,153.0,34.0,1.21,Clear,0.0,24.7,66.5,14.1,High,11,Saturday,1,0,20.7,33.2,0.843,0.031,74.8,72.0,1
17736,Hyderabad,West,2.4,16.2,452.0,34.0,2.35,Clear,0.08,26.7,32.0,28.8,High,11,Monday,0,0,10.9,19.8,0.86,0.087,179.34,16.0,0
17737,Kolkata,North,4.0,24.3,229.0,39.0,1.05,Heavy Rain,0.7,34.6,44.7,8.6,Medium,2,Thursday,0,0,12.1,23.7,0.878,0.098,91.33,61.0,1
17738,Delhi,Industrial,3.6,17.3,308.0,35.0,1.25,Clear,0.1,30.8,93.3,8.7,High,23,Saturday,1,0,16.0,19.3,0.846,0.204,111.51,70.0,0
17739,Hyderabad,Suburban,4.5,26.3,189.0,40.0,1.27,Cloudy,0.13,44.6,80.3,2.9,Medium,0,Friday,0,0,9.3,15.1,0.976,0.257,92.38,77.0,1
17740,Mumbai,South,2.6,12.0,407.0,31.0,1.05,Heavy Rain,0.65,30.0,78.1,3.2,Medium,7,Tuesday,0,0,22.1,16.7,0.853,0.089,122.09,44.0,1
17741,Hyderabad,Suburban,8.2,30.3,126.0,69.0,1.16,Cloudy,0.01,27.7,58.7,10.2,Low,17,Wednesday,0,0,17.4,17.8,0.698,0.073,107.76,7.0,1
