order_id,city,zone,distance_km,estimated_time_min,order_value,base_delivery_fee,surge_multiplier,weather,rain_intensity,temperature,humidity,wind_speed,traffic_level,hour_of_day,day_of_week,is_weekend,festival_flag,restaurant_prep_time,historical_rider_speed,historical_acceptance_rate_zone,historical_cancel_rate_zone,delivery_revenue
11514,Pune,Industrial,3.3,15.9,207.0,33.0,1.26,Cloudy,0.0,42.4,31.7,7.9,High,15,Friday,0,0,15.9,31.7,0.938,0.344,87.12
11515,Bangalore,East,2.9,19.9,204.0,33.0,2.35,Clear,0.09,31.1,76.5,4.6,Very High,21,Saturday,1,1,10.0,16.3,0.815,0.04,122.43
11516,Bangalore,West,3.6,21.0,326.0,40.0,1.0,Cloudy,0.13,34.3,57.1,25.7,High,8,Saturday,1,0,7.1,18.6,0.964,0.204,111.72
11517,Bangalore,West,4.4,26.0,290.0,39.0,1.1,Light Rain,0.28,23.7,75.6,5.9,High,1,Sunday,1,0,15.1,18.4,0.797,0.008,106.7
11518,Bangalore,South,6.0,25.1,375.0,44.0,1.17,Clear,0.08,38.0,56.3,6.8,Medium,10,Sunday,1,0,8.0,18.8,0.687,0.086,133.98
11519,Delhi,Suburban,7.9,30.2,178.0,52.0,1.23,Cloudy,0.04,28.9,35.2,60.0,Medium,9,Wednesday,0,0,10.0,18.4,0.73,0.464,103.12
11520,Jaipur,West,6.5,21.7,181.0,59.0,1.08,Heavy Rain,0.77,28.8,79.9,11.9,High,2,Saturday,1,0,11.2,18.4,0.679,0.267,103.54
11521,Chennai,Central,4.7,14.0,220.0,42.0,1.7,Cloudy,0.0,24.1,75.8,4.6,High,22,Friday,0,0,14.6,27.2,0.981,0.306,119.8
11522,Hyderabad,Industrial,2.8,19.0,241.0,30.0,1.12,Cloudy,0.0,29.5,79.0,6.7,Medium,8,Wednesday,0,0,8.3,33.1,0.765,0.147,86.62
11523,Bangalore,Industrial,7.8,31.0,364.0,56.0,1.24,Cloudy,0.05,29.4,46.2,21.3,Low,6,Wednesday,0,0,9.8,23.8,0.65,0.081,149.52
11524,Bangalore,Central,6.8,34.8,373.0,61.0,2.14,Storm,0.85,22.0,57.6,5.2,Medium,13,Monday,0,0,23.1,12.0,0.746,0.144,212.6
11525,Delhi,Central,3.2,16.3,215.0,38.0,1.24,Cloudy,0.09,32.5,43.6,2.7,Medium,1,Monday,0,0,28.4,23.3,0.534,0.081,94.42
11526,Hyderabad,Airport,5.9,35.2,261.0,49.0,1.09,Clear,0.0,28.4,34.1,7.9,Medium,17,Friday,0,0,8.6,25.3,0.918,0.38,110.83
11527,Mumbai,South,6.2,33.4,110.0,40.0,1.75,Cloudy,0.03,24.0,76.9,1.4,Medium,13,Wednesday,0,0,15.9,21.8,0.623,0.046,94.2
11528,Pune,Central,7.7,35.1,229.0,53.0,1.09,Light Rain,0.31,16.7,84.7,6.3,High,5,Friday,0,0,12.9,20.8,0.82,0.033,108.15
11529,Mumbai,North,4.8,15.5,168.0,48.0,1.28,Fog,0.05,20.0,59.2,9.4,Medium,7,Tuesday,0,0,13.5,14.9,0.773,0.049,98.4
11530,Mumbai,Central,2.1,9.5,460.0,29.0,1.63,Cloudy,0.1,12.9,51.3,12.4,Very High,22,Sunday,1,0,20.3,29.6,0.823,0.021,148.47
11531,Mumbai,Suburban,3.8,14.8,100.0,32.0,1.29,Clear,0.0,33.2,47.5,3.6,High,14,Saturday,1,0,15.5,22.0,0.637,0.058,63.28
11532,Pune,Airport,1.0,10.8,367.0,24.0,1.4,Cloudy,0.09,21.4,85.0,5.3,High,20,Sunday,1,0,15.5,24.8,0.755,0.142,114.34
11533,Hyderabad,West,3.8,15.6,135.0,41.0,1.23,Cloudy,0.09,28.2,64.9,4.7,High,6,Thursday,0,0,15.4,19.9,0.663,0.136,80.13
11534,Delhi,Industrial,6.3,27.8,509.0,40.0,1.09,Cloudy,0.09,32.0,68.0,4.1,Low,4,Thursday,0,0,15.3,19.3,0.736,0.155,155.58
11535,Hyderabad,Airport,5.8,22.6,369.0,52.0,1.04,Clear,0.08,32.1,46.2,1.6,Low,9,Wednesday,0,0,16.0,17.8,0.864,0.012,135.26
11536,Bangalore,East,3.9,18.5,183.0,33.0,1.04,Cloudy,0.04,31.2,31.2,4.6,Very High,1,Saturday,1,0,10.1,19.2,0.785,0.17,74.58
11537,Pune,Airport,2.8,18.2,119.0,32.0,1.76,Fog,0.09,22.8,48.5,16.3,Medium,12,Tuesday,0,0,22.1,16.9,0.889,0.024,82.5
11538,Jaipur,Airport,15.6,82.0,200.0,76.0,1.04,Clear,0.1,34.4,81.0,20.9,Low,18,Thursday,0,0,19.5,25.5,0.916,0.018,123.04
11539,Chennai,North,8.9,30.5,209.0,57.0,1.1,Clear,0.14,34.5,67.0,12.4,Low,15,Wednesday,0,1,16.1,18.4,0.787,0.236,108.68
11540,Hyderabad,Airport,3.5,18.5,346.0,37.0,1.23,Light Rain,0.39,28.7,83.3,10.2,Medium,10,Saturday,1,0,15.1,21.6,0.746,0.034,121.63
11541,Bangalore,Suburban,8.5,44.1,364.0,46.0,1.26,Clear,0.11,27.2,56.8,13.8,Very High,9,Wednesday,0,0,15.3,19.9,0.633,0.07,138.04
11542,Delhi,Airport,8.3,36.6,192.0,69.0,1.09,Light Rain,0.35,38.8,70.0,49.6,Very High,9,Wednesday,0,0,19.0,22.7,0.725,0.028,117.45
11543,Delhi,Central,9.8,32.3,187.0,71.0,1.06,Fog,0.15,37.9,73.5,6.2,High,5,Friday,0,0,10.4,13.9,0.744,0.023,116.4
11544,Bangalore,East,4.1,21.1,228.0,44.0,1.15,Light Rain,0.42,32.6,86.9,2.9,Very High,7,Tuesday,0,0,10.5,25.1,0.94,0.011,100.76
11545,Mumbai,South,6.9,23.6,201.0,54.0,1.21,Fog,0.07,31.9,68.7,19.8,High,21,Saturday,1,0,11.0,16.0,0.799,0.13,109.56
11546,Pune,North,2.9,15.4,221.0,35.0,1.23,Light Rain,0.25,36.9,52.5,7.6,High,8,Thursday,0,0,20.0,19.1,0.712,0.155,91.67
11547,Delhi,North,2.0,9.4,317.0,31.0,2.29,Heavy Rain,0.73,39.1,85.2,2.1,High,20,Sunday,1,0,7.0,21.0,0.651,0.07,140.73
11548,Delhi,North,6.4,20.5,275.0,49.0,1.08,Cloudy,0.11,19.6,77.4,4.8,Low,2,Saturday,1,0,12.2,21.8,0.951,0.108,113.42
11549,Hyderabad,Suburban,3.5,16.4,150.0,38.0,1.59,Clear,0.06,30.3,74.1,6.8,Low,19,Monday,0,0,13.2,22.0,0.829,0.283,93.42
11550,Chennai,East,16.0,69.4,362.0,74.0,1.13,Fog,0.2,36.3,92.4,3.7,Very High,3,Friday,0,0,10.3,30.6,0.863,0.127,163.26
11551,Mumbai,Industrial,3.9,18.8,379.0,38.0,2.43,Light Rain,0.39,34.9,58.4,3.7,High,14,Thursday,0,0,9.8,17.3,0.691,0.134,175.72
11552,Mumbai,Industrial,2.7,17.0,269.0,34.0,1.17,Fog,0.06,20.2,63.2,9.6,Low,7,Sunday,1,0,30.2,20.0,0.781,0.039,98.96
11553,Bangalore,South,1.1,11.2,417.0,24.0,1.04,Clear,0.01,39.5,71.5,15.2,Low,7,Saturday,1,0,12.2,23.6,0.834,0.161,116.7
11554,Delhi,West,4.1,26.1,311.0,42.0,1.2,Fog,0.14,41.6,86.8,6.1,High,4,Thursday,0,0,5.0,27.0,0.69,0.156,118.82
11555,Mumbai,Industrial,2.7,17.8,222.0,29.0,1.28,Clear,0.06,29.0,84.1,16.4,Medium,3,Tuesday,0,0,22.2,18.9,0.858,0.034,85.96
11556,Jaipur,Industrial,2.4,15.5,370.0,27.0,1.16,Storm,1.0,38.0,74.0,5.9,Medium,23,Tuesday,0,0,8.8,9.2,0.694,0.36,112.72
11557,Jaipur,Suburban,3.5,14.5,362.0,36.0,1.28,Cloudy,0.04,33.7,53.4,2.9,High,7,Tuesday,0,0,9.2,23.7,0.978,0.1,125.72
11558,Chennai,Central,10.7,53.7,228.0,80.0,1.59,Heavy Rain,0.65,15.2,65.7,13.6,Low,12,Thursday,0,0,10.4,26.6,0.996,0.24,177.36
11559,Hyderabad,East,5.8,37.6,285.0,52.0,2.35,Fog,0.06,37.3,94.6,40.6,Medium,14,Friday,0,0,7.1,24.5,0.973,0.258,184.9
11560,Jaipur,Suburban,2.0,13.1,219.0,28.0,1.83,Light Rain,0.25,16.1,42.1,16.8,Medium,14,Friday,0,0,14.6,17.8,0.634,0.074,99.42
11561,Chennai,Industrial,2.2,12.6,214.0,32.0,1.04,Storm,0.97,33.0,61.6,11.1,Low,2,Monday,0,0,14.1,16.5,0.741,0.015,80.36
11562,Delhi,East,2.6,16.6,106.0,31.0,1.06,Clear,0.12,20.7,56.3,7.0,Very High,6,Friday,0,1,27.0,22.9,0.892,0.241,56.18
11563,Bangalore,South,5.1,30.4,138.0,36.0,1.12,Clear,0.0,20.4,81.4,6.5,Low,7,Thursday,0,0,15.7,19.0,0.853,0.151,70.68
11564,Bangalore,Airport,6.4,22.7,178.0,49.0,1.3,Light Rain,0.43,30.6,52.5,5.4,Medium,6,Tuesday,0,0,7.7,22.2,0.821,0.131,102.86
11565,Bangalore,Industrial,6.0,22.9,356.0,55.0,1.14,Storm,0.87,31.4,92.1,8.6,High,23,Friday,0,0,15.9,18.8,0.838,0.253,141.02
11566,Delhi,Suburban,3.9,15.2,259.0,41.0,2.16,Clear,0.02,15.3,63.3,6.2,Very High,11,Thursday,0,0,13.9,26.5,0.998,0.06,145.54
11567,Mumbai,Industrial,2.2,11.9,153.0,29.0,1.17,Clear,0.08,33.6,84.7,34.3,Very High,23,Sunday,1,0,17.6,23.3,0.974,0.029,67.59
11568,Delhi,East,2.9,13.2,326.0,37.0,1.54,Storm,0.87,29.3,46.8,5.4,Medium,22,Saturday,1,0,18.5,12.7,0.684,0.169,128.7
11569,Chennai,Airport,11.7,43.6,171.0,56.0,1.4,Light Rain,0.42,33.2,56.4,6.3,Very High,13,Saturday,1,0,14.5,20.5,0.708,0.11,116.02
11570,Mumbai,North,7.2,24.4,211.0,58.0,1.66,Light Rain,0.39,28.6,61.5,6.3,Medium,12,Friday,0,0,10.6,20.6,0.858,0.081,142.7
11571,Kolkata,Suburban,14.4,43.5,521.0,92.0,1.35,Storm,0.98,20.0,32.3,7.2,Medium,13,Saturday,1,0,14.6,17.3,0.918,0.349,238.82
11572,Mumbai,Central,11.8,35.7,100.0,65.0,1.26,Fog,0.04,26.5,78.6,3.3,Very High,5,Monday,0,0,19.7,28.0,0.916,0.063,103.9
11573,Bangalore,Industrial,10.0,47.7,527.0,51.0,1.09,Light Rain,0.33,24.9,51.3,5.4,Low,10,Thursday,0,0,9.7,25.4,0.87,0.196,171.53
11574,Mumbai,South,6.0,26.4,142.0,52.0,1.1,Heavy Rain,0.81,29.2,80.4,11.4,Medium,17,Wednesday,0,0,23.1,27.8,0.911,0.148,88.44
11575,Pune,West,5.0,32.5,388.0,42.0,1.26,Fog,0.04,31.4,76.7,5.9,High,0,Wednesday,0,0,9.7,26.2,0.897,0.016,138.28
11576,Kolkata,East,5.9,32.1,187.0,55.0,1.11,Cloudy,0.09,46.7,80.3,2.6,Medium,23,Monday,0,0,28.5,31.0,0.917,0.136,102.19
11577,Delhi,Airport,4.3,24.3,264.0,37.0,1.12,Clear,0.0,33.2,69.7,6.6,Medium,0,Thursday,0,0,11.7,17.0,0.585,0.045,99.52
11578,Pune,Suburban,4.8,18.4,641.0,35.0,1.15,Cloudy,0.02,32.4,53.6,10.1,Low,6,Friday,0,0,11.7,20.5,0.671,0.082,181.27
11579,Bangalore,South,5.2,19.2,283.0,36.0,1.02,Clear,0.1,28.3,90.5,4.7,Medium,23,Saturday,1,0,22.7,15.6,0.833,0.211,98.98
11580,Bangalore,Suburban,2.9,17.9,173.0,36.0,1.29,Cloudy,0.06,29.2,67.2,12.7,Very High,7,Sunday,1,0,6.6,24.6,0.831,0.025,84.5
11581,Bangalore,Industrial,3.7,16.4,395.0,41.0,1.05,Clear,0.01,30.6,55.3,9.8,High,9,Saturday,1,0,7.0,22.4,0.834,0.04,129.95
11582,Jaipur,North,1.3,10.7,193.0,27.0,1.08,Light Rain,0.41,27.4,85.6,14.4,Medium,9,Sunday,1,0,16.1,16.9,0.893,0.147,71.62
11583,Delhi,South,2.6,15.4,129.0,33.0,1.48,Clear,0.0,26.0,85.1,8.6,Very High,20,Wednesday,0,0,18.6,11.4,0.85,0.045,77.22
11584,Kolkata,North,9.4,49.8,195.0,61.0,1.15,Heavy Rain,0.79,35.7,56.2,2.7,Very High,18,Friday,0,0,19.7,25.1,0.754,0.024,113.05
11585,Mumbai,Industrial,5.9,32.9,248.0,55.0,2.12,Clear,0.01,30.1,86.1,8.6,High,22,Sunday,1,0,17.6,26.7,0.787,0.065,171.16
11586,Jaipur,Industrial,4.1,19.0,177.0,37.0,1.16,Fog,0.17,33.1,50.0,4.8,Medium,0,Tuesday,0,0,12.6,28.4,0.838,0.114,81.86
11587,Bangalore,East,24.4,91.9,100.0,103.0,1.28,Heavy Rain,0.77,24.4,55.5,3.7,Low,6,Tuesday,0,0,13.6,16.0,0.876,0.117,153.84
11588,Mumbai,Suburban,13.1,68.6,261.0,78.0,1.17,Clear,0.04,30.0,30.9,1.1,High,3,Wednesday,0,0,12.5,23.9,0.603,0.056,148.68
11589,Bangalore,West,2.6,20.1,287.0,31.0,1.27,Clear,0.12,32.1,45.7,6.9,Medium,8,Monday,0,0,11.2,19.1,0.687,0.027,102.51
11590,Bangalore,North,6.0,22.4,151.0,48.0,1.64,Fog,0.13,34.3,69.8,17.5,High,14,Wednesday,0,0,9.5,23.2,0.674,0.163,111.94
11591,Delhi,West,3.9,23.3,116.0,37.0,1.25,Cloudy,0.08,24.9,71.7,3.9,High,10,Friday,0,0,19.6,30.4,0.768,0.145,71.77
11592,Delhi,South,4.0,21.7,168.0,40.0,1.21,Light Rain,0.36,27.7,34.3,6.3,Medium,15,Thursday,0,0,23.3,17.3,0.602,0.188,85.36
11593,Delhi,Airport,1.7,13.4,374.0,27.0,2.41,Light Rain,0.4,25.9,77.7,23.4,High,12,Friday,0,0,5.6,20.4,0.82,0.034,147.35
11594,Pune,South,2.6,15.0,311.0,35.0,2.4,Light Rain,0.38,34.4,50.3,28.9,Medium,13,Saturday,1,0,12.5,26.1,0.739,0.245,152.42
11595,Jaipur,East,3.6,18.2,111.0,34.0,1.51,Clear,0.1,26.9,64.4,4.2,Medium,11,Saturday,1,0,16.6,22.2,0.583,0.057,75.76
11596,Bangalore,Airport,4.7,19.2,235.0,43.0,1.25,Clear,0.03,40.2,50.0,11.6,High,9,Wednesday,0,0,12.2,24.7,0.979,0.093,105.45
11597,Bangalore,Central,4.3,22.9,202.0,37.0,1.28,Cloudy,0.0,33.8,86.9,3.3,Medium,4,Thursday,0,0,10.1,28.4,0.797,0.103,91.8
11598,Pune,Central,5.2,27.5,240.0,50.0,1.1,Cloudy,0.1,26.8,91.2,13.8,Medium,15,Wednesday,0,0,19.7,22.2,0.91,0.273,107.8
11599,Delhi,South,7.7,36.3,243.0,62.0,1.04,Light Rain,0.34,33.7,91.1,6.0,Medium,5,Friday,0,0,10.1,19.4,0.678,0.189,117.94
11600,Jaipur,West,3.3,15.6,250.0,36.0,1.22,Cloudy,0.06,42.9,43.0,6.8,Medium,4,Wednesday,0,0,6.7,18.0,0.5,0.005,98.92
11601,Jaipur,Airport,2.4,16.5,154.0,32.0,1.21,Cloudy,0.0,29.5,77.7,20.4,High,18,Sunday,1,0,14.4,21.4,0.813,0.13,72.6
11602,Mumbai,East,1.8,12.5,368.0,30.0,1.16,Storm,0.97,27.1,67.2,5.9,High,0,Saturday,1,0,16.8,14.8,0.724,0.256,115.76
11603,Chennai,East,5.5,29.8,291.0,48.0,1.28,Clear,0.15,36.8,32.1,17.3,Very High,4,Monday,0,0,19.2,26.4,0.618,0.142,125.46
11604,Delhi,North,4.0,18.5,526.0,34.0,1.16,Light Rain,0.36,31.3,74.4,9.1,Medium,4,Wednesday,0,0,6.0,23.1,0.818,0.178,155.16
11605,Bangalore,East,2.5,14.9,182.0,28.0,1.04,Cloudy,0.0,36.7,37.9,4.3,Medium,18,Wednesday,0,0,17.3,19.9,0.566,0.292,69.16
11606,Mumbai,Airport,5.6,21.0,136.0,45.0,2.28,Clear,0.06,29.5,71.1,5.0,Medium,13,Thursday,0,0,9.6,23.2,0.957,0.195,132.52
11607,Delhi,Industrial,1.3,9.4,320.0,24.0,1.92,Storm,1.0,27.3,91.9,26.3,High,13,Sunday,1,0,14.1,23.7,0.686,0.095,116.48
11608,Mumbai,East,3.8,18.9,391.0,34.0,1.29,Clear,0.01,36.4,77.6,36.0,Medium,9,Saturday,1,1,14.9,32.1,0.617,0.022,129.88
11609,Mumbai,West,3.6,21.0,214.0,38.0,1.03,Cloudy,0.14,39.5,85.8,12.7,Medium,23,Sunday,1,0,19.8,15.0,0.789,0.051,86.22
11610,Delhi,Central,2.6,17.1,626.0,35.0,1.27,Clear,0.0,24.8,78.2,7.7,Very High,3,Thursday,0,0,15.0,26.5,0.824,0.126,182.17
11611,Bangalore,North,4.5,24.3,645.0,38.0,1.25,Cloudy,0.14,36.7,53.5,21.4,High,5,Sunday,1,0,11.6,28.1,0.909,0.192,189.4
11612,Mumbai,North,3.7,22.5,181.0,41.0,1.23,Clear,0.11,27.3,40.4,4.8,Low,10,Friday,0,0,17.7,19.2,0.806,0.203,90.25
11613,Jaipur,Suburban,3.6,19.5,143.0,32.0,1.15,Clear,0.07,25.6,94.0,24.6,Medium,9,Tuesday,0,0,19.7,23.6,0.945,0.024,68.26
11614,Mumbai,Central,5.9,23.1,365.0,46.0,1.27,Light Rain,0.44,28.4,47.4,2.4,Medium,18,Wednesday,0,0,13.8,19.5,0.917,0.045,138.72
11615,Delhi,Airport,3.0,12.5,247.0,38.0,1.28,Heavy Rain,0.78,40.2,84.4,16.7,High,8,Thursday,0,0,20.4,32.8,0.799,0.469,102.98
11616,Chennai,East,5.7,24.4,313.0,38.0,1.3,Clear,0.0,32.6,49.1,2.4,Low,16,Sunday,1,0,10.7,19.8,0.55,0.211,118.26
11617,Delhi,Industrial,8.5,30.7,386.0,60.0,1.72,Fog,0.02,32.8,68.5,4.3,Medium,13,Thursday,0,0,24.1,25.5,0.762,0.249,188.12
11618,Delhi,North,4.4,25.4,127.0,36.0,1.25,Cloudy,0.0,31.0,33.5,4.4,Very High,16,Wednesday,0,0,17.8,12.7,0.81,0.043,72.94
11619,Bangalore,East,8.2,29.6,295.0,64.0,1.45,Cloudy,0.15,24.7,42.2,9.4,High,12,Saturday,1,0,9.6,34.8,0.782,0.073,157.7
11620,Bangalore,Industrial,2.1,11.4,570.0,30.0,1.03,Clear,0.07,27.0,36.5,3.0,Low,2,Monday,0,0,11.8,17.4,0.823,0.06,156.3
11621,Bangalore,South,4.9,27.4,303.0,37.0,1.52,Clear,0.03,24.1,92.7,4.7,Medium,20,Thursday,0,0,20.2,30.0,0.944,0.438,122.9
11622,Mumbai,East,5.3,26.7,421.0,38.0,1.11,Storm,0.87,35.3,78.1,11.1,Low,16,Friday,0,0,9.6,19.3,0.888,0.211,134.8
11623,Mumbai,Suburban,7.1,41.2,152.0,51.0,1.34,Clear,0.06,37.8,84.8,26.0,High,22,Tuesday,0,0,7.2,24.4,0.935,0.08,101.78
11624,Chennai,Airport,3.3,21.5,225.0,31.0,1.7,Heavy Rain,0.72,29.7,84.9,5.4,Medium,19,Tuesday,0,0,8.8,14.2,0.484,0.099,102.2
11625,Delhi,Industrial,5.3,29.5,380.0,45.0,2.44,Clear,0.0,41.4,92.7,11.1,Low,12,Saturday,1,0,10.9,20.1,0.868,0.286,193.4
11626,Hyderabad,Suburban,3.6,24.4,120.0,31.0,1.24,Cloudy,0.01,26.5,71.1,5.8,Very High,9,Friday,0,0,18.0,26.0,0.809,0.223,64.84
11627,Delhi,North,4.0,19.3,411.0,43.0,1.56,Cloudy,0.12,33.1,45.2,14.5,High,13,Monday,0,0,14.5,10.9,0.742,0.219,157.5
11628,Mumbai,Suburban,7.5,36.5,134.0,49.0,1.11,Cloudy,0.05,29.6,30.4,6.6,Very High,0,Tuesday,0,0,10.7,23.1,0.606,0.071,83.87
11629,Hyderabad,Suburban,5.8,23.8,316.0,46.0,1.09,Cloudy,0.02,38.9,88.6,10.1,High,0,Wednesday,0,0,12.5,22.8,0.795,0.052,119.66
11630,Mumbai,Central,3.6,20.0,322.0,37.0,1.24,Cloudy,0.12,34.2,71.4,15.0,Low,3,Tuesday,0,0,10.5,26.9,0.927,0.177,116.72
11631,Bangalore,North,2.3,17.8,227.0,30.0,2.38,Clear,0.04,37.3,31.9,6.4,Medium,19,Friday,0,1,22.2,22.3,0.526,0.135,121.34
11632,Mumbai,South,5.1,22.6,301.0,44.0,1.02,Clear,0.0,29.6,44.8,2.3,Medium,15,Thursday,0,0,12.4,15.9,0.793,0.128,111.1
11633,Mumbai,Central,7.0,37.8,371.0,48.0,1.08,Fog,0.11,34.3,71.3,3.5,Medium,1,Thursday,0,0,14.9,24.6,0.691,0.054,133.46
11634,Bangalore,West,1.5,13.2,251.0,25.0,1.39,Heavy Rain,0.81,29.3,33.3,21.6,Medium,21,Thursday,0,0,8.7,18.4,0.671,0.072,89.97
11635,Delhi,East,7.8,28.1,357.0,66.0,1.1,Storm,0.96,41.0,40.1,11.0,Medium,7,Monday,0,0,6.9,30.1,0.549,0.036,151.14
11636,Delhi,Central,4.2,23.4,301.0,37.0,1.77,Clear,0.0,26.0,42.4,13.0,Medium,20,Saturday,1,1,9.6,12.7,0.875,0.327,131.71
11637,Bangalore,North,1.6,8.3,239.0,28.0,2.34,Light Rain,0.3,38.3,53.9,2.2,High,20,Monday,0,1,15.3,23.4,0.833,0.149,118.1
11638,Delhi,East,13.4,38.2,282.0,99.0,1.01,Fog,0.03,44.7,45.5,7.6,High,5,Monday,0,0,24.6,21.1,0.796,0.027,162.03
11639,Mumbai,Suburban,7.0,35.5,812.0,62.0,1.8,Clear,0.0,33.9,94.5,4.0,High,21,Sunday,1,0,8.7,23.4,0.52,0.051,290.24
11640,Bangalore,South,6.5,34.7,646.0,43.0,1.19,Heavy Rain,0.79,27.5,51.5,8.7,Very High,8,Friday,0,0,9.6,20.5,0.844,0.114,193.29
11641,Delhi,East,2.4,11.6,196.0,31.0,1.66,Cloudy,0.0,38.8,77.2,7.7,Medium,11,Tuesday,0,0,28.3,12.5,0.639,0.097,94.58
11642,Delhi,East,5.7,27.4,153.0,50.0,1.28,Light Rain,0.4,38.2,81.2,2.7,Medium,23,Wednesday,0,0,14.0,25.4,0.648,0.166,97.66
11643,Hyderabad,Central,11.5,50.1,392.0,79.0,1.26,Clear,0.0,24.2,38.5,4.7,Medium,9,Friday,0,1,14.4,10.5,0.707,0.033,185.78
11644,Bangalore,Airport,3.5,19.0,192.0,32.0,1.23,Cloudy,0.0,34.8,66.8,16.4,High,8,Saturday,1,0,9.9,24.2,0.773,0.16,81.6
11645,Kolkata,West,4.6,16.6,231.0,36.0,1.08,Cloudy,0.01,19.1,53.3,3.6,Medium,2,Thursday,0,0,11.7,22.9,0.567,0.16,89.7
11646,Delhi,Suburban,7.9,39.6,213.0,59.0,1.2,Fog,0.11,35.7,81.5,3.5,Low,4,Monday,0,0,19.0,28.8,0.669,0.041,117.66
11647,Delhi,East,9.3,39.9,152.0,73.0,1.21,Clear,0.0,30.6,42.8,3.2,Medium,1,Saturday,1,0,9.7,17.7,0.921,0.074,121.77
11648,Delhi,Industrial,1.8,12.8,292.0,26.0,1.06,Light Rain,0.4,23.5,53.9,4.9,High,18,Saturday,1,0,11.8,36.0,0.615,0.025,91.8
11649,Pune,Central,8.4,31.2,166.0,48.0,1.5,Clear,0.08,23.2,71.5,8.3,Medium,22,Tuesday,0,0,16.9,21.0,0.936,0.193,108.52
11650,Hyderabad,Suburban,9.0,49.5,274.0,48.0,1.25,Clear,0.05,23.9,72.4,6.3,High,7,Wednesday,0,0,8.1,21.9,0.933,0.014,120.28
11651,Hyderabad,West,4.1,22.2,216.0,32.0,1.22,Clear,0.15,25.8,77.9,1.7,Medium,7,Sunday,1,0,12.2,23.9,0.918,0.005,86.56
11652,Mumbai,North,2.6,15.1,219.0,35.0,1.29,Cloudy,0.14,20.0,63.2,3.3,Medium,15,Tuesday,0,0,16.6,29.8,0.881,0.138,93.33
11653,Kolkata,South,4.8,21.2,130.0,39.0,1.06,Light Rain,0.32,30.4,52.2,14.2,Medium,3,Wednesday,0,0,13.3,23.2,0.916,0.029,69.94
11654,Hyderabad,Central,2.9,16.3,258.0,33.0,1.16,Light Rain,0.26,33.8,56.0,7.5,Medium,7,Sunday,1,0,7.2,21.3,0.893,0.191,95.04
11655,Jaipur,East,1.4,10.8,150.0,27.0,1.94,Storm,0.85,28.7,90.9,3.1,Very High,21,Friday,0,0,17.1,27.1,0.689,0.192,85.38
11656,Delhi,East,5.0,23.1,756.0,45.0,1.08,Light Rain,0.4,20.0,60.3,7.2,Medium,10,Sunday,1,0,13.0,19.3,0.872,0.228,214.92
11657,Mumbai,North,1.3,11.5,501.0,26.0,1.46,Cloudy,0.09,40.6,74.6,4.2,Medium,14,Monday,0,1,17.6,28.8,0.953,0.042,148.18
11658,Jaipur,North,11.8,64.6,430.0,84.0,1.37,Clear,0.0,27.5,32.9,3.5,Low,21,Wednesday,0,0,7.0,27.6,0.841,0.011,209.68
11659,Bangalore,Central,3.5,19.4,254.0,40.0,1.23,Cloudy,0.15,17.2,76.7,5.8,High,2,Monday,0,0,17.4,24.1,0.846,0.02,105.08
11660,Kolkata,Industrial,5.8,37.3,436.0,51.0,1.23,Heavy Rain,0.68,39.7,39.2,2.9,Very High,17,Sunday,1,0,13.5,23.1,0.653,0.049,158.65
11661,Mumbai,Central,5.5,31.2,1130.0,45.0,1.02,Cloudy,0.08,25.7,50.9,17.0,High,10,Thursday,0,0,17.2,16.5,0.782,0.193,294.5
11662,Mumbai,South,4.9,19.4,438.0,36.0,1.17,Fog,0.08,33.6,59.4,13.6,Medium,10,Monday,0,0,9.1,24.6,0.854,0.133,138.48
11663,Bangalore,Airport,11.6,42.4,186.0,88.0,1.29,Heavy Rain,0.71,20.9,41.9,4.1,Medium,5,Thursday,0,0,10.5,24.3,0.725,0.049,154.44
11664,Bangalore,Industrial,6.7,33.1,196.0,57.0,1.15,Light Rain,0.42,26.3,93.2,7.1,Medium,18,Saturday,1,0,13.8,25.9,0.932,0.032,108.67
11665,Pune,West,2.2,13.9,413.0,32.0,1.21,Light Rain,0.28,29.3,62.5,20.0,High,13,Wednesday,0,0,13.9,21.9,0.761,0.151,129.58
11666,Hyderabad,Industrial,4.5,22.1,442.0,47.0,2.27,Storm,0.88,40.9,32.4,20.7,Low,14,Wednesday,0,0,13.2,17.9,0.786,0.016,203.93
11667,Delhi,East,5.0,22.0,126.0,48.0,1.1,Cloudy,0.11,33.2,42.2,17.8,Medium,17,Thursday,0,0,15.3,13.4,0.537,0.049,80.52
11668,Bangalore,Airport,2.7,16.9,287.0,33.0,1.19,Cloudy,0.1,37.7,74.7,15.2,Very High,10,Wednesday,0,0,16.0,16.1,0.906,0.154,102.41
11669,Hyderabad,East,3.1,18.9,204.0,31.0,1.36,Clear,0.07,18.9,34.9,3.9,Medium,20,Saturday,1,0,12.9,16.1,0.941,0.074,87.04
11670,Mumbai,Airport,7.6,35.6,130.0,51.0,2.2,Light Rain,0.3,24.8,93.8,15.0,Very High,22,Wednesday,0,0,11.3,19.3,0.788,0.089,140.8
11671,Bangalore,North,7.4,30.5,197.0,49.0,1.51,Clear,0.01,27.4,56.6,1.5,High,22,Tuesday,0,1,6.0,9.1,0.503,0.064,117.33
